"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","4:37.0","4:37.0","1.00","4:36","4:36","160","168","7","6","","","","","","","","","","","","","4:36","","4:37.0","4:36","",""
"2","4:30.0","9:07.0","1.00","4:30","4:30","172","177","4","5","","","","","","","","","","","","","4:30","","4:30.0","4:30","",""
"3","4:35.0","13:42.0","1.00","4:35","4:35","178","180","4","4","","","","","","","","","","","","","4:35","","4:35.0","4:35","",""
"4","4:38.0","18:20.0","1.00","4:39","4:39","179","183","4","4","","","","","","","","","","","","","4:39","","4:38.0","4:39","",""
"5","4:40.0","23:00.0","1.00","4:40","4:40","180","185","5","4","","","","","","","","","","","","","4:40","","4:40.0","4:40","",""
"6","4:39.0","27:39.0","1.00","4:39","4:39","181","188","6","7","","","","","","","","","","","","","4:39","","4:39.0","4:39","",""
"7","4:40.0","32:19.0","1.00","4:40","4:40","181","185","5","6","","","","","","","","","","","","","4:40","","4:40.0","4:40","",""
"8","4:38.0","36:57.0","1.00","4:38","4:38","185","189","5","5","","","","","","","","","","","","","4:38","","4:38.0","4:38","",""
"9","4:38.0","41:35.0","1.00","4:39","4:39","185","190","3","4","","","","","","","","","","","","","4:39","","4:38.0","4:39","",""
"10","4:51.0","46:26.0","1.00","4:51","4:51","184","187","4","5","","","","","","","","","","","","","4:51","","4:51.0","4:51","",""
"11","4:49.0","51:15.0","1.00","4:49","4:49","183","186","5","3","","","","","","","","","","","","","4:49","","4:49.0","4:49","",""
"12","4:46.0","56:01.0","1.00","4:46","4:46","184","188","4","4","","","","","","","","","","","","","4:46","","4:46.0","4:46","",""
"13","4:51.0","60:52.0","1.00","4:51","4:51","183","187","4","4","","","","","","","","","","","","","4:51","","4:51.0","4:51","",""
"14","4:52.0","65:44.0","1.00","4:52","4:52","184","189","4","5","","","","","","","","","","","","","4:52","","4:52.0","4:52","",""
"15","4:54.0","70:38.0","1.00","4:54","4:54","184","188","4","3","","","","","","","","","","","","","4:54","","4:54.0","4:54","",""
"16","5:01.0","75:39.0","1.00","5:01","5:01","181","185","5","4","","","","","","","","","","","","","5:01","","5:01.0","5:01","",""
"17","5:00.0","80:39.0","1.00","5:00","5:00","184","189","4","5","","","","","","","","","","","","","5:00","","5:00.0","5:00","",""
"18","5:10.0","85:49.0","1.00","5:11","5:11","182","187","5","5","","","","","","","","","","","","","5:11","","5:10.0","5:11","",""
"19","5:05.0","90:54.0","1.00","5:05","5:05","181","185","3","4","","","","","","","","","","","","","5:05","","5:05.0","5:05","",""
"20","5:09.0","96:03.0","1.00","5:09","5:09","182","188","5","5","","","","","","","","","","","","","5:09","","5:09.0","5:09","",""
"21","4:57.0","101:00.0","1.00","4:58","4:58","182","187","7","6","","","","","","","","","","","","","4:58","","4:57.0","4:58","",""
"22","0:56.0","101:56.0","0.20","4:37","4:37","189","191","","1","","","","","","","","","","","","","4:37","","0:56.0","4:37","",""
"统计","102:17.0","102:17.0","21.22","4:49","4:49","181","191","25.0","","","","","","","","","","","","1307","","4:49","","102:17.0","4:49","--","--"
