"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","6:15.0","6:15.0","1.00","6:14","6:14","118","139","1","3","","","","","","","","","","","","","6:14","","6:15.0","6:14","",""
"2","8:08.0","14:23.0","1.00","8:09","8:09","139","146","7","7","","","","","","","","","","","","","8:09","","8:08.0","8:09","",""
"3","1:46.0","16:09.0","0.10","18:04","18:04","105","131","4","7","","","","","","","","","","","","","18:04","","1:46.0","18:04","",""
"统计","16:11.0","16:11.0","2.11","7:41","7:41","128","146","6.4","","","","","","","","","","","","115","","7:41","","16:11.0","7:41","--","--"
