"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","4:39.0","4:39.0","1.00","4:38","4:38","93","105","6","7","","","","","","","","","","","","","4:38","","4:39.0","4:38","",""
"2","4:19.0","8:58.0","1.00","4:19","4:19","93","107","3","6","","","","","","","","","","","","","4:19","","4:19.0","4:19","",""
"3","2:27.0","11:25.0","0.46","5:18","5:18","89","99","","4","","","","","","","","","","","","","5:18","","2:27.0","5:18","",""
"统计","11:27.0","11:27.0","2.47","4:38","4:38","92","107","3.0","","","","","","","","","","","","45","","4:38","","11:27.0","4:38","--","--"
