"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","4:28.0","4:28.0","1.00","4:27","4:27","151","171","7","7","","","","","","","","","","","","","4:27","","4:28.0","4:27","",""
"2","4:27.0","8:55.0","1.00","4:26","4:26","174","179","5","6","","","","","","","","","","","","","4:26","","4:27.0","4:26","",""
"3","4:23.0","13:18.0","1.00","4:23","4:23","181","184","7","7","","","","","","","","","","","","","4:23","","4:23.0","4:23","",""
"4","4:25.0","17:43.0","1.00","4:25","4:25","183","187","6","6","","","","","","","","","","","","","4:25","","4:25.0","4:25","",""
"5","4:26.0","22:09.0","1.00","4:26","4:26","184","188","6","5","","","","","","","","","","","","","4:26","","4:26.0","4:26","",""
"6","4:27.0","26:36.0","1.00","4:27","4:27","185","189","6","6","","","","","","","","","","","","","4:27","","4:27.0","4:27","",""
"7","4:27.0","31:03.0","1.00","4:27","4:27","184","186","4","5","","","","","","","","","","","","","4:27","","4:27.0","4:27","",""
"8","4:27.0","35:30.0","1.00","4:27","4:27","184","187","7","5","","","","","","","","","","","","","4:27","","4:27.0","4:27","",""
"9","4:27.0","39:57.0","1.00","4:27","4:27","184","187","4","5","","","","","","","","","","","","","4:27","","4:27.0","4:27","",""
"10","4:14.0","44:11.0","0.99","4:16","4:16","184","190","6","5","","","","","","","","","","","","","4:16","","4:14.0","4:16","",""
"统计","44:20.0","44:20.0","10.01","4:25","4:25","179","190","17.0","","","","","","","","","","","","573","","4:25","","44:20.0","4:25","--","--"
