"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","19:58.0","19:58.0","1.00","19:56","19:56","91","110","3","6","","","","","","","","","","","","","19:56","","19:58.0","19:56","",""
"2","4:11.0","24:09.0","1.00","4:11","4:11","89","103","4","3","","","","","","","","","","","","","4:11","","4:11.0","4:11","",""
"3","3:16.0","27:25.0","0.45","7:12","7:12","94","106","5","7","","","","","","","","","","","","","7:12","","3:16.0","7:12","",""
"统计","27:27.0","27:27.0","2.46","11:09","11:09","93","110","9.6","","","","","","","","","","","","70","","11:09","","27:27.0","11:09","--","--"
