"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","13:25.0","13:25.0","1.00","13:24","13:24","72","106","6","11","","","","","","","","","","","","","13:24","","13:25.0","13:24","",""
"2","14:34.0","27:59.0","1.00","14:31","14:31","66","73","7","5","","","","","","","","","","","","","14:31","","14:34.0","14:31","",""
"3","15:53.0","43:52.0","1.00","15:51","15:51","67","73","7","7","","","","","","","","","","","","","15:51","","15:53.0","15:51","",""
"4","11:45.0","55:37.0","0.75","15:40","15:40","67","80","12","13","","","","","","","","","","","","","15:40","","11:45.0","15:40","",""
"统计","55:40.0","55:40.0","3.75","14:51","14:51","68","106","32.0","","","","","","","","","","","","146","","14:51","","55:40.0","14:51","--","--"
