"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","5:05.0","5:05.0","1.00","5:04","5:04","91","104","2","4","","","","","","","","","","","","","5:04","","5:05.0","5:04","",""
"2","4:11.0","9:16.0","1.00","4:11","4:11","94","107","2","2","","","","","","","","","","","","","4:11","","4:11.0","4:11","",""
"3","4:33.0","13:49.0","1.00","4:33","4:33","93","106","3","2","","","","","","","","","","","","","4:33","","4:33.0","4:33","",""
"4","3:49.0","17:38.0","1.00","3:49","3:49","96","105","2","2","","","","","","","","","","","","","3:49","","3:49.0","3:49","",""
"5","3:50.0","21:28.0","1.00","3:50","3:50","100","112","1","3","","","","","","","","","","","","","3:50","","3:50.0","3:50","",""
"6","3:53.0","25:21.0","1.00","3:53","3:53","102","112","1","2","","","","","","","","","","","","","3:53","","3:53.0","3:53","",""
"7","2:37.0","27:58.0","0.52","4:59","4:59","105","115","5","","","","","","","","","","","","","","4:59","","2:37.0","4:59","",""
"统计","28:04.0","28:04.0","6.54","4:17","4:17","97","115","11.4","","","","","","","","","","","","88","","4:17","","28:04.0","4:17","--","--"
