"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","6:39.0","6:39.0","1.00","6:38","6:38","123","135","7","12","","","","","","","","","","","","","6:38","","6:39.0","6:38","",""
"2","6:23.0","13:02.0","1.00","6:22","6:22","133","142","4","8","","","","","","","","","","","","","6:22","","6:23.0","6:22","",""
"3","6:09.0","19:11.0","1.00","6:09","6:09","137","145","5","4","","","","","","","","","","","","","6:09","","6:09.0","6:09","",""
"4","3:11.0","22:22.0","0.51","6:16","6:16","136","139","1","6","","","","","","","","","","","","","6:16","","3:11.0","6:16","",""
"统计","22:25.0","22:25.0","3.52","6:22","6:22","132","145","17.2","","","","","","","","","","","","195","","6:22","","22:25.0","6:22","--","--"
