"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","5:59.0","5:59.0","1.00","5:58","5:58","124","146","5","5","","","","","","","","","","","","","5:58","","5:59.0","5:58","",""
"2","5:39.0","11:38.0","1.00","5:39","5:39","142","148","4","5","","","","","","","","","","","","","5:39","","5:39.0","5:39","",""
"3","0:01.0","11:39.0","0.00","4:16","4:16","146","146","","","","","","","","","","","","","","","4:16","","0:01.0","4:16","",""
"统计","11:41.0","11:41.0","2.01","5:48","5:48","133","148","2.0","","","","","","","","","","","","113","","5:48","","11:41.0","5:48","--","--"
