"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","4:23.0","4:23.0","1.00","4:23","4:23","162","177","5","5","","","","","","","","","","","","","4:23","","4:23.0","4:23","",""
"2","4:26.0","8:49.0","1.00","4:26","4:26","179","182","5","4","","","","","","","","","","","","","4:26","","4:26.0","4:26","",""
"3","4:27.0","13:16.0","1.00","4:27","4:27","182","185","2","3","","","","","","","","","","","","","4:27","","4:27.0","4:27","",""
"4","4:33.0","17:49.0","1.00","4:33","4:33","183","189","6","6","","","","","","","","","","","","","4:33","","4:33.0","4:33","",""
"5","0:26.0","18:15.0","0.06","7:06","7:06","179","181","","","","","","","","","","","","","","","7:06","","0:26.0","7:06","",""
"统计","18:19.0","18:19.0","4.07","4:30","4:30","177","189","6.0","","","","","","","","","","","","235","","4:30","","18:19.0","4:30","--","--"
