"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","6:18.0","6:18.0","1.01","6:16","6:16","127","140","","","","","","","","","","","","","","","6:16","","6:18.0","6:16","",""
"2","6:10.0","12:28.0","0.99","6:12","6:12","140","144","","","","","","","","","","","","","","","6:12","","6:10.0","6:12","",""
"3","5:47.0","18:15.0","0.99","5:48","5:48","157","171","","","","","","","","","","","","","","","5:48","","5:47.0","5:48","",""
"4","5:44.0","23:59.0","1.00","5:45","5:45","172","177","","","","","","","","","","","","","","","5:45","","5:44.0","5:45","",""
"5","5:37.0","29:36.0","1.00","5:36","5:36","176","179","","","","","","","","","","","","","","","5:36","","5:37.0","5:36","",""
"6","4:35.0","34:11.0","0.75","6:05","6:05","179","183","","","","","","","","","","","","","","","6:05","","4:35.0","6:05","",""
"统计","34:24.0","34:24.0","6.07","5:40","5:40","157","183","","","","","","","","","","","","","332","","5:40","","34:24.0","5:40","--","--"
