"计圈","时间","累积时间","距离公里","平均配速分钟/千米","平均坡度调整配速分钟/千米","平均心率bpm","最大心率bpm","累计爬升米","累计下降米","平均功率瓦","平均 W/kg","最大功率瓦","最大 W/kg","平均步频每分钟步数","平均触地时间毫秒","平均 GCT 平衡%","平均步长米","平均垂直摆动cm","平均垂直步幅比%","热量消耗卡路里","平均温度","最佳配速分钟/千米","最高步频每分钟步数","移动时间","平均移动配速分钟/千米","平均步速损失厘米/秒","平均步速损失百分比%"
"1","3:46.0","3:46.0","1.00","3:45","3:45","82","109","5","17","","","","","","","","","","","","","3:45","","3:46.0","3:45","",""
"2","3:00.0","6:46.0","1.00","3:00","3:00","107","119","3","5","","","","","","","","","","","","","3:00","","3:00.0","3:00","",""
"3","4:03.0","10:49.0","1.00","4:03","4:03","105","131","2","5","","","","","","","","","","","","","4:03","","4:03.0","4:03","",""
"4","2:49.0","13:38.0","1.00","2:49","2:49","131","139","4","3","","","","","","","","","","","","","2:49","","2:49.0","2:49","",""
"5","2:37.0","16:15.0","0.99","2:37","2:37","136","142","3","6","","","","","","","","","","","","","2:37","","2:37.0","2:37","",""
"6","3:44.0","19:59.0","0.99","3:45","3:45","131","141","4","4","","","","","","","","","","","","","3:45","","3:44.0","3:45","",""
"7","3:24.0","23:23.0","0.95","3:35","3:35","123","128","4","4","","","","","","","","","","","","","3:35","","3:24.0","3:35","",""
"统计","23:29.0","23:29.0","6.97","3:22","3:22","115","142","10.0","","","","","","","","","","","","146","","3:22","","23:29.0","3:22","--","--"
